,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
13,SamplingCurve,A path along which a ship or vessel travels while measuring a phenomena of study.  Represented as a line connecting the ship's consecutive positions on the surface of the earth.,Ships track,"Term retrived from OGC Observations & Measurements (e.g., see https://www.seegrid.csiro.au/wiki/AppSchemas/ObservationsAndSampling#Sampling_model)",OGC Observations & Measurements,,/api/v1/samplingfeaturetype/shipsTrack/,shipsTrack,1160,Current
14,SamplingPoint,"A facility or location at which observations have been collected. A site may have instruments or equipment installed and may contain multiple other sampling features (e.g., a stream gage, weather station, observation well, etc.). Additionally, many specimen sampling features may be collected at a site. Sites are also often referred to as stations. A site is represented as a point, but it may have a geographical footprint that is not a point. The site coordinates serve as a reference for the site and offsets may be specified from this reference location.",Site,,CUAHSI Observations Data Model,,/api/v1/samplingfeaturetype/site/,site,1161,Current
15,SamplingSurface,Two-dimensional vertical face of a soil pit that is described and sampled.,Soil pit section,,CZchemDB,,/api/v1/samplingfeaturetype/soilPitSection/,soilPitSection,1162,Current
16,Specimen,"A physical sample (object or entity) obtained for observations, typically performed ex situ, often in a laboratory.  ",Specimen,,OGC Observations & Measurements,http://www.opengis.net/def/samplingFeatureType/OGC-OM/2.0/SF_Specimen,/api/v1/samplingfeaturetype/specimen/,specimen,1163,Current
17,SamplingPoint,"A location used to monitor and test terrestrial bodies of water. Hydrometric measurements of water level, surface elevation (""stage"") and/or volumetric discharge (flow) are generally taken, and observations of biota and water quality may also be made. ",Stream gage,Definition adapted from Wikpedia (http://en.wikipedia.org/wiki/Stream_gauge).,Term adapted from Wikipedia,,/api/v1/samplingfeaturetype/streamGage/,streamGage,1164,Current
18,SamplingCurve,The path that a moving object follows through space as a function of time. A trajectory can be described by the geometry of the path or as the position of the object over time. ,Trajectory,"Term retrived from OGC Observations & Measurements (e.g., see https://www.seegrid.csiro.au/wiki/AppSchemas/ObservationsAndSampling#Sampling_model). Parts of the definition came from Wikipedia (see http://en.wikipedia.org/wiki/Trajectory).",Term from OGC Observations & Measurements. Partial definition from Wikipedia.,,/api/v1/samplingfeaturetype/trajectory/,trajectory,1165,Current
19,SamplingCurve,A path along which ocurrences of a phenomena of study are counted or measured.,Transect,,,,/api/v1/samplingfeaturetype/transect/,transect,1166,Current
20,SamplingCurve,A field control network consisting of survey stations placed along a line or path of travel.,Traverse,"Term retrived from OGC Observations & Measurements (e.g., see https://www.seegrid.csiro.au/wiki/AppSchemas/ObservationsAndSampling#Sampling_model). Parts of the definition came from Wikipedia (see http://en.wikipedia.org/wiki/Traverse_(surveying)).",Term from OGC Observations & Measurements. Partial definition from Wikipedia.,,/api/v1/samplingfeaturetype/traverse/,traverse,1167,Current
21,SamplingPoint,"A location used to monitor and test the quality of terrestrial bodies of water. Water quality stations may be locations at which physical water samples are collected for ex situ analysis.  Water qulaity stations may also have instruments and equipment for continuous, in situ measurement of water quality variables. ",Water quality station,,,,/api/v1/samplingfeaturetype/waterQualityStation/,waterQualityStation,1168,Current
22,SamplingPoint,"A facility, either on land or sea, with instruments and equipment for measuring atmospheric conditions to provide information for weather forecasts and to study weather and climate.",Weather station,Definition adapted from Wikpedia (http://en.wikipedia.org/wiki/Weather_station).,Term adapted from Wikipedia,,/api/v1/samplingfeaturetype/weatherStation/,weatherStation,1169,Current
